test,elevator_id,line,parent_station,Station (for Betsy),children_ids_served,elevator_type,escalator_direction,facility_name,alternate_elevator_ids,alternate_service_long_text,Entering System Categorization,Exiting System Categorization,What station to EXIT at,Short Text,Questions/Notes,Is direction important?,Is the line/mode important?,secondary_alternate_service_text,elevator_name,alternate_service_short_text,facility_lat,facility_lon
5,764,G,place-lech,Lechmere,70501;70502;door-lech-obrien,Elevator,,Platform to O'Brien Highway lobby,"762, 763","To exit, use Lechmere Elevator 762 or Elevator 763 located at the opposite end of the platform to access North First St. To board, travel to the North First St entrance and use Lechmere Elevator 762 or Elevator 763.",2A - Platform,2A - Platform,,,,,,,,,42.370893,-71.075712
13,762,G,place-lech,Lechmere,70501;70502;door-lech-busway;door-lech-firstracks;door-lech-first,Elevator,,Platform to North First Street lobby,"763, 764",Please use nearby Lechmere Elevator 763.,1 - Nearby,1 - Nearby,,,,,,,,,42.371664,-71.07669
14,763,G,place-lech,Lechmere,70501;70502;door-lech-busway;door-lech-firstracks;door-lech-first,Elevator,,Platform to North First Street lobby,"762, 764",Please use nearby Lechmere Elevator 762.,1 - Nearby,1 - Nearby,,,,,,,,,42.371628,-71.076629
18,852,O,place-masta,Massachusetts Avenue,70012;70013,Elevator,,Platform to paid lobby,853,"A shuttle bus will be available to transport customers between Massachusetts Avenue and Back Bay. To exit, exit the train at Back Bay and find station personnel or use a station call box to request the shuttle bus to Massachusetts Avenue. To board, find station personnel or use a station call box at Massachusetts Avenue to request the shuttle bus to Back Bay.",3B - Shuttle Bus,3B - Shuttle Bus,Back Bay.,,,,,,MASS AVE - Orange Line Platform to Lobby,Massachusetts Avenue Elevator 852 (Orange Line platform to lobby) is not working. See www.mbta.comfor alt service.,,
17,770,G,place-mdftf,Medford/Tufts,70511;70512;door-mdftf-boston,Elevator,,Platform to lobby,772,Please use nearby Medford/Tufts Elevator 772.,1 - Nearby,1 - Nearby,,,,,,,,,42.407966,-71.117009
18,772,G,place-mdftf,Medford/Tufts,70511;70512;door-mdftf-boston,Elevator,,Platform to lobby,770,Please use nearby Medford/Tufts Elevator 770.,1 - Nearby,1 - Nearby,,,,,,,,,42.408005,-71.117041
15,767,G,place-mgngl,Magoun Square,70507;70508;door-mgngl-lowell,Elevator,,Platform to lobby,768,Please use nearby Magoun Square Elevator 768.,1 - Nearby,1 - Nearby,,,,,,,,,42.393854,-71.106485
16,768,G,place-mgngl,Magoun Square,70507;70508;door-mgngl-lowell,Elevator,,Platform to lobby,767,Please use nearby Magoun Square Elevator 767.,1 - Nearby,1 - Nearby,,,,,,,,,42.393894,-71.106514
54,944,"O, COMM",place-mlmnl,Malden Center,WR-0045-S,Elevator,,Lobby to Commuter Rail platform,"945, 911, 731, 732","To exit the Commuter Rail when traveling from North Station, take an Oak Grove-bound Orange Line train to Malden Center and use Malden Center Elevator 945. To exit Commuter Rail when traveling to North Station, exit the train at North Station, then transfer to an Oak Grove-bound Orange Line train to Malden Center and use Malden Center Elevator 945. To board the Commuter Rail, take a Forest Hills-bound Orange Line train to North Station, then transfer to a Haverhill Line train. Please notify station personnel or a train conductor if assistance is required.",3D - CR switch to subway,3D - CR switch to subway,North Station,,Not very clear here,YES,,,MALDEN COMMUTER RAIL - Commuter Rail Platform to Lobby,Malden Center Elevator 944 (commuter rail platform to lobby) is not working. Please see station personnel or conductor for assistance.,,
55,945,"O, COMM",place-mlmnl,Malden Center,70034;70035,Elevator,,Lobby to Orange Line platform,"800, 801","A shuttle bus will be available to transport customers between Malden Center and Oak Grove. To exit the Orange Line, exit the train at Oak Grove and find station personnel or use a station call box to request the shuttle bus to Malden Center. To board the Orange Line, find station personnel or use a station call box at Malden Center to request the shuttle bus to Oak Grove. Alternatively, customers may also use Bus Routes 132, 136 or 137 for transportation between Malden Center and Oak Grove.",3B - Shuttle Bus,3B - Shuttle Bus,Oak Grove,,Additonal local bus routes,,,,MALDEN - Orange Line Platform to Lobby,Malden Center Elevator 945 (Orange Line Platform to lobby) is not working. See www.mbta.com for alt service.,,
22,965,B,place-mvbcl,Maverick,70045;70046;door-mvbcl-square,Elevator,,"Platform to Maverick Square, busway",966,"To exit, use Maverick Elevator 966 located at the opposite end of the platform to access the Lewis Courtyard lobby. To board, cross Sumner St and continue traveling southwest along the pedestrian mall to the Maverick Lewis Courtyard entrance and use Maverick Elevator 966.",2A - Platform,2A - Platform,,,,,,,MAVERICK - Blue Line Platform to Maverick Square Lobby,Maverick Elevator 965 (Blue Line platform to Maverick Square busway) is not working. Use Maverick Elevator 966 at Lewis Courtyard.,,
23,966,B,place-mvbcl,Maverick,70045;70046;door-mvbcl-lewis,Elevator,,Platform to Lewis Courtyard,965,"To exit, use Maverick Elevator 965 located at the opposite end of the platform to access Maverick Sq. To board, travel northeast along the pedestrian mall towards Maverick Sq, then cross Sumner St to the main Maverick entrance and use Maverick Elevator 965.",2A - Platform,2A - Platform,,,,,,,MAVERICK - Blue Line Platform to Lewis Courtyard Lobby,Maverick Elevator 966 (Blue Line platform to Lewis Courtyard) is not working. Use Maverick Elevator 965 at Maverick Square busway for access.,,
216,,COMM,place-NEC-1659,,NEC-1659-03,Elevator,,Lobby and platform to garage,,,?,,,,,,,,,,,
217,,COMM,place-NEC-1659,,NEC-1659-03,Elevator,,Lobby and platform to garage,,,?,,,,,,,,,,,
218,,COMM,place-NEC-1659,,NEC-1659-03,Elevator,,North end of platform to garage,,,?,,,,,,,,,,,
214,,COMM,place-NEC-1768,,NEC-1768-03,Elevator,,Walkway to platform,,,?,,,,,,,,,,,
215,,COMM,place-NEC-1768,,NEC-1768-03,Elevator,,Walkway to platform,,,?,,,,,,,,,,,
211,,COMM,place-NEC-1851,,NEC-1851-01;NEC-1851-02,Elevator,,Lobby to tracks 1 and 2,,,?,,,,,,,,,,,
212,,COMM,place-NEC-1851,,NEC-1851-03;NEC-1851-05,Elevator,,Lobby to tracks 3 and 5,,,?,,,,,,,,,,,
220,,COMM,place-NEC-1891,,NEC-1891-01,Elevator,,"Track 1 (outbound platform) to Pine St, Barton St",,,?,,,,,,,,,,41.87883,-71.392094
221,,COMM,place-NEC-1891,,NEC-1891-01,Elevator,,"Track 1 (outbound platform) to Pine St, Barton St",,,?,,,,,,,,,,41.878866,-71.392031
1,52,COMM,place-NEC-2173,,NEC-2173;NEC-2173-02,Elevator,,Lobby to South Station platform,,The elevator at Route 128 Station connecting the inbound platform to the lobby is out of service. Please see station personnel for assistance.,4A - CR call for assistance,4A - CR call for assistance,,,Not sure what this means: how critical is this for the rider?,,,,ROUTE 128 - Lobby to inbound platform,An elevator at Route 128 Station to the inbound platform is out of service. Please see station personnel for assistance.,,
2,53,COMM,place-NEC-2173,,NEC-2173;NEC-2173-01,Elevator,,Lobby to outbound platform,,The elevator at Route 128 Station connecting the outbound platform to the lobby is out of service. Please see station personnel for assistance.,4A - CR call for assistance,4A - CR call for assistance,,,Not sure what this means,,,,ROUTE 128 - Lobby to outbound platform,An elevator at Route 128 Station to the outbound platform is out of service. Please see station personnel for assistance.,,
213,,COMM,place-NEC-2173,,NEC-2173-01;NEC-2173-02,Elevator,,Lobby to pedestrian bridge,,,?,,,,,,,,,,,
209,,COMM,place-NHRML-0254,,NHRML-0254-03;NHRML-0254-04,Elevator,,Platform 1 to pedestrian bridge,,,?,,,,,,,,,,,
210,,COMM,place-NHRML-0254,,NHRML-0254-03;NHRML-0254-04,Elevator,,Lobby to pedestrian bridge,,,?,,,,,,,,,,,
40,909,"O, G, COMM",place-north,North Station,70026;70027;70205;70206;door-north-valenti,Elevator,,"Orange Line, Green Line lobby to Valenti Way","912, 731","To exit, travel along the Green Line platform to the main lobby and use North Station Elevator 912 located on the unpaid side of the faregates. Alternatively, from the main lobby, proceeed up the passageway (to TD Garden) and use North Station Elevator 731. To board, travel north along Haverhill St towards Causeway St and use North Station Elevator 912 located at the corner of Haverhill St and Causeway St. ",2 - Accessible route available,2 - Accessible route available,,,,,,,NORTH STATION - Lobby to Valenti Way,"North Station Elevator 909 (Orange Line, Green Line lobby to Valenti Way) is not working. Please use North Station Elevators 731 (Passageway to Causeway St.) or 912 (Orange Line, Green Line lobby to Causeway Street).",42.364824,-71.059841
41,912,"O, G, COMM",place-north,North Station,70026;70027;70205;70206;door-north-causewaye,Elevator,,"Orange Line, Green Line lobby to Causeway Street","731, 732, 909 ","To exit, proceed up the passageway (to TD Garden) and use North Station Elevator 731 to access Causeway St. Alternatively, pass through the fare gates and walk the full length of the Green Line platform to reach the opposite lobby at Valenti Way. At this lobby, use North Station Elevator 909 (lobby to Valenti Way) to reach the street level. To board, cross Causeway St and use North Station Elevator 731 to access the passageway and lobby. Alternatively, enter the main TD Garden entrance, turn right and use North Station Elevator 732 to access the passageway.",2 - Accessible route available,2 - Accessible route available,,,,,,,NORTH STATION - Lobby to Haverhill St. and Causeway St,"North Station Elevator 912 (Orange Line, Green Line lobby to Causeway Street) is not working. Use North Station Elevators 731 (passageway to Causeway St.) or 909 (Orange Line, Green Line lobby to Valenti Way).",42.365705,-71.060478
41,910,"O, G, COMM",place-north,North Station,70026;70206;door-north-causewaye,Elevator,,"Lobby to Forest Hills, Copley & West platform","911, 905, 906, 907","To exit, exit the train at Haymarket and take an Orange Line Oak Grove-bound train or a Green Line Union Square or North Station-bound train to North Station and use North Station Elevator 911. To board, use North Station Elevator to access the Oak Grove platform. Take an Oak Grove-bound train to Community College, then transfer to a Forest Hills-bound train. For customers seeking to board a Green Line Copley & West train, exit at the North Station Forest Hills platform and proceed to the Copley & West platform.",3A - Backtrack,3A - Backtrack,Haymarket,,,,YES,,NORTH STATION - Lobby to Inbound Green and Forest Hills - bound Orange Line Platforms,North Station Elevator 910 (inbound Orange and Green Line platforms to lobby) is not working. See www.mbta.com for alt service.,42.365187,-71.060207
42,911,"O, G, COMM",place-north,North Station,70027;door-north-causewaye,Elevator,,Oak Grove platform to paid lobby,"910, 905, 906, 907","To exit, exit the train at Community College, then take a Forest Hills-bound train to North Station and use North Station Elevator 910. To board, use North Station Elevator 910 to access the Forest Hills platform, then take a Forest Hills-bound train to Haymarket. At Haymarket, proceed to the end of the platform and use Haymarket Elevator 905 to access the Orange Line underpass, then use Haymarket Elevator 907 to access the Oak Grove platform.",3A - Backtrack,3A - Backtrack,Community College,,,,,,NORTH STATION - Oak Grove Platform to Lobby,North Station Elevator 911 (Oak Grove-bound Orange Line platform to lobby) is not working. See www.mbta.com for alt service.,42.365578,-71.060331
9,731,"O, G, COMM",place-north,North Station,70026;70027;70205;70206;door-north-causewaye,Elevator,,Passageway to Causeway Street,"912, 732","To exit, use North Station Elevator 912 located in the lobby to access the corner of Haverhill St and Causeway St. To board, cross Causeway St, and at the corner of Haverhill St and Causeway St, use North Station Elevator 912 to access the lobby.",2 - Accessible route available,2 - Accessible route available,,,,,,,NORTH STATION - Passageway to Causeway St.,North Station Elevator 731 (passageway to Causeway St.) is not working. Use North Station Elevator 912 (lobby to Haverhill and Causeway Sts.).,,
10,732,"O, G, COMM",place-north,North Station,70026;70027;70205;70206;door-north-causewaye,Elevator,,"Passageway to Commuter Rail, TD Garden","731, 912","To exit, travel down the passageway and use North Station Elevator 731 to access Causeway St. To board, exit the main TD Garden entrance to Causeway St. At Causeway St, turn left and use North Station Elevator 731 to access the passageway.",2 - Accessible route available,2 - Accessible route available,,,,,,,NORTH STATION - Passageway to Commuter Rail and TD Garden,North Station Elevator 732 (passageway to Commuter Rail/TD Garden) is not working. Use North Station Elevator 731 (passageway to Causeway St.).,,
15,897,R,place-nqncy,North Quincy,70097;70098;door-nqncy-hancock,Elevator,,Hancock Street parking to northern lobby,900,"At the street level, travel across the parking lot to the south lobby/busway. At the south lobby, use North Quincy Elevator 900 to reach the platform.",2 - Accessible route available,2 - Accessible route available,,,,,,,N QUINCY - Hancock Parking to North Lobby,North Quincy Elevator 897 (Hancock parking to north lobby) is not working. Please use south lobby entrance for access.,,
16,899,R,place-nqncy,North Quincy,70097;70098;door-nqncy-hancock;door-nqncy-newport,Elevator,,Platform to northern lobby,900,"At the street level, travel across the parking lot to the south lobby/busway. At the main lobby, use North Quincy Elevator 900 to reach the platform.",2 - Accessible route available,2 - Accessible route available,,,,,,,N QUINCY - Red Line Platform to North Lobby,North Quincy Elevator 899 (platform to north lobby) is not working. Use south lobby North Quincy Elevator 900 and entrance.,,
17,900,R,place-nqncy,North Quincy,70097;70098;door-nqncy-squantum,Elevator,,"Platform to main lobby, busway","897, 898, 899","If exiting, use North Quincy Elevator 899 to the lobby and North Quincy Elevator 897 (lobby to Hancock Street). If boarding, travel across the parking lot to the north lobby.",2 - Accessible route available,2 - Accessible route available,,,,,,,N QUINCY - Red Line Platform to Main Lobby/Buses,North Quincy Elevator 900 (platform to south lobby) is not working. Use the north lobby elevator and entrance for access.,,
40,898,R,place-nqncy,North Quincy,70097;70098;door-nqncy-newport,Elevator,,Newport Avenue parking to northern lobby,900,"To exit, use North Quincy Elevator 900 to access the main lobby at West Squantum St. Upon exiting the main lobby, turn right onto West Squantum St, then turn right on the ramp to Newport Ave Extension. Continue for approx. 900 feet to the Newport Ave parking lot entrance. To board, exit the Newport Ave parking lot, turn left and travel approx. 900 ft. along Newport Ave Extension and up the ramp to West Squantum St. At West Squantum St, turn left and continue to the North Quincy main entrance and use North Quincy Elevator 900. See station personnel or use a station call box to request assistance.",2 - Accessible route available,2 - Accessible route available,,,,,,,N QUINCY - Newport Ave Parking to North Lobby,North Quincy Elevator 898 (Newport Ave parking to north lobby) is not working. Use the south lobby entrance and North Quincy Elevator 897.,,
5,801,O,place-ogmnl,Oak Grove,70036;Oak Grove-01;Oak Grove-02,Elevator,,Orange Line platform to paid lobby,"744, 800, 945","A shuttle bus will be available to transport customers between Oak Grove and Malden Center. To exit at Oak Grove, exit the train at Malden Center and find station personnel or use a station call box to request the shuttle bus to Oak Grove. To board the Orange Line, find station personnel or use a station call box to request the shuttle bus to Malden Center.",3B - Shuttle Bus,3B - Shuttle Bus,Malden Center,,,,,,OAK GROVE - Orange Line Platform to Lobby,Oak Grove Elevator 801 (Orange Line platform to lobby) is not working. See www.mbta.com for alt service.,42.437024,-71.070957
4,745,O,place-ogmnl,Oak Grove,70036;Oak Grove-01;Oak Grove-02;door-ogmnl-banks,Elevator,,"Busway, parking lot to lobby","744, 945, 800","To exit, use Oak Grove Elevator 744 located at the opposite end of the lobby to access Washington St. To board, travel to the intersection of Banks Pl and Winter St, then turn right onto Winter St. Proceed to Washington St, then turn right and continue to the Washington St entrance and use Oak Grove Elevator 744. Alternatively, a shuttle bus will be available to transport customers, upon their request, between the Oak Grove busway entrance and Malden Center. Find station personnel or use a station call box to request the shuttle bus.",2 - Accessible route available,2 - Accessible route available,,,"Confirm that this can be a ""accessible route available"" category, rather than a shuttle bus",,,"A shuttle bus will be available to transport customers between the Oak Grove busway entrance and Malden Center. To exit, exit the train at Malden Center and find station personnel or use a station call box to request the shuttle bus to Oak Grove. To board, find station personnel or use a station call box to request the shuttle bus to Malden Center. Alternatively, customers may utilize the Oak Grove Elevator 744 located at the station entrance on Washington St.",,,42.43686,-71.070508
10,800,"O, COMM",place-ogmnl,Oak Grove,70036;Oak Grove-01;Oak Grove-02;WR-0053-S;door-ogmnl-banks,Elevator,,"Busway, Commuter Rail, parking lot to lobby","744, 945, 745","To exit, upon exiting the faregates, turn left and proceed to Oak Grove Elevator 745 to access the busway and parking lot. To board, proceed to the station entrance located near the busway and use Oak Grove Elevator 745 to access the lobby. Alternatively, customers may utilize the Oak Grove Elevator 744 (Lobby to Washington St) located at the station entrance on Washington St.",2 - Accessible route available,2 - Accessible route available,,,,,,"To exit, upon exiting the faregates, turn left and proceed to Oak Grove Elevator 745 to access the busway and parking lot. To board, proceed to the station entrance located near the busway and use Oak Grove Elevator 745 to access the lobby. Alternatively, customers may utilize the Oak Grove Elevator 744 (Lobby to Washington St) located at the station entrance on Washington St. Alternatively, a shuttle bus will be available to transport customers, upon their request, between the Washington St entrance and the busway entrance at Oak Grove. Find station personnel or use a station call box to request the shuttle bus",OAK GROVE - Lobby to Main Busway/Street,Oak Grove Elevator 800 (lobby to street and buses) is not working. See www.mbta.com for alt service.,42.437018,-71.070711
14,744,O,place-ogmnl,Oak Grove,70036;Oak Grove-01;Oak Grove-02;WR-0053-S;door-ogmnl-washel,Elevator,,Washington Street to lobby,"800, 945","To exit, use Oak Grove Elevator 745 located at the opposite end of the lobby to access the busway and parking lot. To board, travel to the intersection of Washington St and Winter St, then turn left onto Winter St. Proceed to Banks Pl, then turn left and continue to the busway/parking lot entrance and use Oak Grove Elevator 745 to access the lobby. See station personnel or use a station call box if assistance is required. Alternatively, customers may also use Bus Route 132 for transportation between the Oak Grove Washington St entrance and Malden Center.",2 - Accessible route available,2 - Accessible route available,,,Why is station assistance may be required?,,,"A shuttle bus will be available to transport customers between the Oak Grove busway entrance and Malden Center. To exit, exit the train at Malden Center and find station personnel or use a station call box to request the shuttle bus to Oak Grove. To board, find station personnel or use a station call box to request the shuttle bus to Malden Center. Alternatively, customers may utilize the Oak Grove Elevator 745 located at the station entrance on Washington St.",,,42.436947,-71.071056
9,743,O,place-ogmnl,Oak Grove,70036;Oak Grove-01;Oak Grove-02,Elevator,,Orange Line platform to paid lobby,746,Please use nearby Oak Grove Elevator 746.,1 - Nearby,1 - Nearby,,,,,,,OAK GROVE - Orange Line Platform to Lobby,Oak Grove Elevator 801 (Orange Line platform to lobby) is not working. See www.mbta.com for alt service.,42.436988,-71.070966
10,746,O,place-ogmnl,Oak Grove,70036;Oak Grove-01;Oak Grove-02,Elevator,,Orange Line platform to paid lobby,743,Please use nearby Oak Grove Elevator 743.,1 - Nearby,1 - Nearby,,,,,,,,,42.437009,-71.070966
4,712,B,place-orhte,Orient Heights,70051;70052,Elevator,,Bowdoin platform to paid pedestrian bridge,"713, 715","To access the Wonderland platform or Saratoga St busway from the Bowdoin platform, use Orient Heights Elevator 713 located in the Bennington St busway.

To access the Bowdoin platform or Bennington St busway from the Wonderland platform, use Orient Heights Elevator 715 located in the Saratoga St busway.",2 - Accessible route available,2 - Accessible route available,,,,YES,,,ORIENT HEIGHTS - Bennington Paid Lobby to Outbound Platform,Orient Heights Elevator 712 (Bennington Paid Lobby to Outbound Platform) is not working. Please use elevator 713 in unpaid lobby.,,
5,713,B,place-orhte,Orient Heights,15880;5879;5880;door-orhte-benning;door-orhte-saratoga,Elevator,,Bennington Street Busway to unpaid pedestrian bridge,"712, 714","To access the Wonderland platform or Saratoga St busway from the Bennington busway, use Orient Heights Elevator 712 located in the paid area of the Bowdoin platform. To access the Bowdoin platform or Bennington St busway from the Saratoga St busway, use Orient Heights Elevator 714 located in the paid area of the Wonderland platform. See station personnel or use a station call box to gain entry at the faregate.",2 - Accessible route available,2 - Accessible route available,,,,,YES,,ORIENT HEIGHTS - Bennington Unpaid Lobby to Winthrop Busway Unpaid,Orient Heights Elevator 713 (Bennington Unpaid Lobby to Winthrop Busway) is not working. Please use elevator 712 in paid lobby.,,
6,714,B,place-orhte,Orient Heights,70051;70052,Elevator,,Wonderland platform to paid pedestrian bridge,"715, 713","To access the Bowdoin platform or Bennington St busway from the Wonderland platform, use Orient Heights Elevator 715 located in the Saratoga St busway. To access the Wonderland platform or Saratoga St busway from the Bowdoin platform, use Orient Heights Elevator 713 located in the Bennington St busway.",2 - Accessible route available,2 - Accessible route available,,,,,YES,,ORIENT HEIGHTS - Winthrop Busway Paid to Inbound Platform,Orient Heights Elevator 714 (Winthrop Busway Paid to Inbound Platform) is not working. Please use elevator 715 in unpaid lobby.,,
7,715,B,place-orhte,Orient Heights,15880;5879;5880;door-orhte-benning;door-orhte-saratoga,Elevator,,Saratoga Street Busway to unpaid pedestrian bridge,"714, 712","To access the Bowdoin platform or Bennington St busway from the Saratoga St busway, use Orient Heights Elevator 714 located in the paid section of the Wonderland platform. To access the Wonderland platform or Saratoga St busway from the Bennington St busway, use Orient Heights Elevator 712 located in the paid section of the Bowdoin platform. See station personnel or use a station call box to gain entry at the faregate.",2 - Accessible route available,2 - Accessible route available,,,,,YES,,ORIENT HEIGHTS - Winthrop Busway Unpaid to Bennington Unpaid,Orient Heights Elevator 715 (Winthrop Busway to Bennington) is not working. Please use elevator 714 in paid lobby.,,
16,804,G,place-pktrm,Park Street,70200;71199;70075;70076;door-pktrm-elevatoreb,Elevator,,"Government Center & North lobby to Tremont Street, Winter Street","892, 979, 978, 812, 823","To exit, travel down the Winter St concourse towards Downtown Crossing. At the end of the concourse, exit through the faregate and use Downtown Crossing Elevator 892 to access the corner of Washington St and Winter St. To board, travel down Winter St towards Downtown Crossing to the corner of Washington St and Winter St, and use Downtown Crossing 892 to access the Downtown Crossing lobby. At the lobby, exit through the faregate, turn left and proceed up the Winter St concourse to Park Street. Alternatively, cross Tremont St to the Boston Common and use Park Street Elevator 978 to access the Green Line Copley and westbound platform.",2 - Accessible route available,2 - Accessible route available,,,"Ideally, concourse situations would have to be review",Probably,,,PARK STREET - Lechmere Platform & Lobby to Tremont & Winter Sts,Park Street Elevator 804 (lobby to Winter and Tremont Streets) is not working. Use Park St Elev 892 @ Winter & Washington Sts or Elev 978 on Boston Common.,,
18,812,G,place-pktrm,Park Street,70200;71199,Elevator,,Green Line underpass to Government Center & North platform,"808, 978, 804, 979","To access the westbound platform (to Copley) from the northbound platform (to Government Center), proceed to the Winter St concourse and take Park Street Elevator 808 to the Red Line center platform, then use Park Street Elevator 979. To access the northbound platform (to Government Center) from the westbound platform (to Copley), proceed to the end of the platform towards the faregates and take Park Street Elevator 979 to the Red Line center platform. At the Red Line platform, proceed to the end of the platform and use Park Street Elevator 808 to access Winter St concourse and Green Line northbound platform.",2 - Accessible route available,2 - Accessible route available,,,"Ideally, concourse situations would have to be review",YES,,,PARK STREET - Green Line Underpass @ Track 4 to Lechmere,Park Street Elevator 812 (Green Line underpass to Lechmere track 4) is not working. Use Elevs 978 & 804 at street to switch btwn Green Line platforms.,,
19,823,G,place-pktrm,Park Street,70196;70197;70198;70199,Elevator,,Green Line underpass to Copley & West platform,"808, 978, 804, 979","To access the westbound platform (to Copley) from the northbound platform (to Government Center), proceed to the Winter St concourse and take Park Street Elevator 808 to the Red Line center platform, then use Park Street Elevator 979. To access the northbound platform (to Government Center) from the westbound platform (to Copley), proceed to the end of the platform and take Park Street Elevator 979 to the Red Line center platform. At the Red Line platform, proceed to the end of the platform and use Park Street Elevator 808 to access Winter St concourse and Green Line northbound platform.",2 - Accessible route available,2 - Accessible route available,,,"Ideally, concourse situations would have to be review",YES,,,PARK STREET - Green Line Underpass @ Tracks #1&2 Westbound,Park Street Elevator 823 (Green Line underpass to westbound tracks 1 & 2) is not working. Use Elevs 978 & 804 at street to switch btwn Green Line platforms.,,
60,978,G,place-pktrm,Park Street,70196;70197;70198;70199;70075;70076;door-pktrm-elevatorwb,Elevator,,Copley & West platform to Boston Common,"804, 808, 979, 812, 823, 979","To exit, enter throught the faregates, turn left, and use Park Street Elevator 979 to access the Red Line center platform. At the Red Line platform, proceed to the end of the platform and take Park Street Elevator 808 to the Winter St concourse, then exit through the nearby faregate and use Park Street Elevator 804 to access the corner of Tremont St and Winter St. To board, cross Tremont St to the corner of Tremont St and Winter St, and take Park Street Elevator 804 to the Winter St concourse. At the Winter St concourse, exit through the faregate, then take Park Street Elevator 808 to the Red Line center platform and use Park Street Elevator 979 to access Green Line westbound platform.",2 - Accessible route available,2 - Accessible route available,,,"Ideally, concourse situations would have to be review",Probably,,,PARK STREET - Boston Common Street Level to Green Line Westbound Service,Use Elevator 804 for Red/Green Line lobby to street level.,,
17,808,R,place-pktrm,Park Street,70075;70076,Elevator,,"Red Line center platform to Government Center & North platform, Winter Street Concourse","978, 979","To exit, use Park Street Elevator 979 located on the Red Line center platform to access the Green Line westbound platform. At the Green Line platform, exit through the faregates and use Park Street Elevator 978 to access the Boston Common. To board the Red Line, use Park Street Elevator 978 located on the Boston Common to access the Green Line westbound lobby. At the lobby, enter throught the faregates, turn left, and use Park Street Elevator 979 to access the Red Line center platform.",2 - Accessible route available,2 - Accessible route available,,,"Ideally, concourse situations would have to be review",Probably,,,PARK STREET - Red Line Platform to Lobby/Winter St Concourse,"Park Street Elevator 808 (Red Line platform to lobby) is not working. Use Elevator 979 connecting Red Line center platform to Green Line west, & add'l elevator to street",,
61,979,R,place-pktrm,Park Street,70075;70076,Elevator,,Red Line center platform to Copley & West platform,"808, 804","To exit, use Park Street Elevator 808 located at the end of the Red Line center platform to access the Winter St concourse. At the Winter St concourse, use Park Street Elevator 804 to access Tremont St. To board the Red Line, use Park Street Elevator 804 located at the corner of Tremont St and Winter St to access the Winter St concourse. At the Winter St concourse, use Park Street Elevator 808 to access the Red Line center platform.",2 - Accessible route available,2 - Accessible route available,,,"Ideally, concourse situations would have to be review",Probably,,,PARK STREET - Red Line Center Platform to Green Line Westbound Service,Use Elevator 808 at end of Red Line platform connecting to lobby.,,
27,982,R,place-portr,Porter,FR-0034;FR-0034-01;FR-0034-02;70065;70066;door-portr-elevator982,Elevator,,Lobby to Somerville Avenue & Mass Avenue,985,"To exit, use Elevator 985 located nearby. To board, use the Elevator 985 located on Somerville Ave.",2 - Accessible route available,1 - Nearby,,,,,,,PORTER SQUARE - Lobby to Street (Somerville & Mass Ave),Porter Square Elevator 982 (lobby to street) is not working. Please use adjacent Porter Square Elevator 985 to access the lobby or street.,,
28,985,R,place-portr,Porter,FR-0034;FR-0034-01;FR-0034-02;70065;70066;door-portr-elevator985,Elevator,,Lobby to Somerville Avenue,982,"To exit, use Elevator 982 located near the escalators and stairs. To board, use the Elevator 982 located on Somerville Ave.",2 - Accessible route available,2 - Accessible route available,,,,,,,PORTER SQUARE - Lobby to Street,Porter Square Elevator 985 (Mass Ave. to lobby) is not working. Please use nearby Porter Square Elevator 982 to access the lobby or street.,,
28,983,R,place-portr,Porter,70065;70066,Elevator,,Red Line platforms to lobby,987,Please use nearby Porter Elevator 987 to access the Red Line platforms or lobby.,1 - Nearby,1 - Nearby,,,,,,,PORTER SQUARE - Red Line Platforms to Lobby,Porter Square Elevator 983 (platforms to lobby) is not working. Please use adjacent Porter Square Elevator 987 to reach platforms or lobby.,,
29,987,R,place-portr,Porter,70065;70066,Elevator,,Red Line platforms to lobby,983,Please use nearby Porter Elevator 983 to access the Red Line platforms or lobby.,1 - Nearby,1 - Nearby,,,,,,,PORTER SQUARE - Red Line Platforms to Lobby,Porter Square Elevator 987 (platform to lobby) is not working. Please use adjacent Porter Square Elevator 983 to reach platforms or lobby.,,
71,986,"R, COMM",place-portr,Porter,FR-0034;FR-0034-01;FR-0034-02,Elevator,,Commuter Rail platform to lobby,896,"A shuttle bus will be available to transport customers between Porter and Waltham Station. To request the shuttle, notify a Commuter Rail conductor before arriving at Waltham, or, if at Porter, see station personnel or use a station call box. Alternatively, to exit the Commuter Rail, exit the train at North Station and take a Forest Hills-bound Orange Line train to Downtown Crossing. At Downtown Crossing, travel down the Winter St concourse to Park Street and take an Alewife-bound Red Line to Porter. To board the Commuter Rail, take an Ashmont or Braintree-bound Red Line train to Downtown Crossing. At Downtown Crossing, transfer to an Oak Grove-bound Orange Line train to North Station, and board any Fitchburg-bound Commuter Rail train.",3D - CR switch to subway,3BC - CR Shuttle Bus,Waltham Station,,Note there are two sets of directions,,,,PORTER SQUARE - Commuter Rail Platform to Lobby,Porter Square Elevator 986 (commuter rail platform to lobby) is not working. See station personnel or conductor for a shuttle.,,
